_id,name,sanitizedName,bio
64cc2db4830ba29148da77c5,Patrick Madrid,patrickmadrid,"Patrick Madrid (born November 8, 1960) is an American Catholic, author, and radio host. His many books include Why Be Catholic? (Penguin Random House), Life Lessons: 50 Things I Learned in My First 50 Years (Ignatius Press), and How to Do Apologetics (Our Sunday Visitor). His books have sold over one million copies, including foreign-language editions.\nHe hosts the “Patrick Madrid Show” radio program on Relevant Radio, three hours daily.Aside from his radio presence, Madrid is best known for his work in Catholic apologetics. He worked for eight years (1988 to 1996) at Catholic Answers, serving as vice president. He has published numerous articles on Scripture, Church history, patristics, apologetics, and evangelization in various Catholic and Protestant periodicals and has contributed scholarly articles on apologetics in the New Catholic Encyclopedia.He and his wife, Nancy, have 11 children and 28 grandchildren.\n\n"
64cc2db4830ba29148da77d1,Ross Thomas,rossthomas,"Ross Thomas may refer to:\n\nRoss Thomas (author) (1926–1995), American writer of crime fiction\nRoss Thomas (actor) (born 1981), American actor, filmmaker, philanthropist and adventurer\nRoss Thomas (archaeologist) (died 2022), British archaeologist"
64cc2db4830ba29148da77dc,T.E. Lawrence,telawrence,"Thomas Edward Lawrence  (16 August 1888 – 19 May 1935) was a British archaeologist, army officer, diplomat, and writer who became renowned for his role in the Arab Revolt (1916–1918) and the Sinai and Palestine Campaign (1915–1918) against the Ottoman Empire during the First World War. The breadth and variety of his activities and associations, and his ability to describe them vividly in writing, earned him international fame as Lawrence of Arabia, a title used for the 1962 film based on his wartime activities.\nHe was born out of wedlock in August 1888 to Sarah Junner (1861–1959), a governess, and Sir Thomas Chapman, 7th Baronet (1846–1919), an Anglo-Irish aristocrat. Chapman left his wife and family in Ireland to cohabit with Junner. Chapman and Junner called themselves Mr and Mrs Lawrence, using the surname of Sarah's likely father; her mother had been employed as a servant for a Lawrence family when she became pregnant with Sarah. In 1896, the Lawrences moved to Oxford, where Thomas attended the High School and then studied history at Jesus College, Oxford, from 1907 to 1910. Between 1910 and 1914 he worked as an archaeologist for the British Museum, chiefly at Carchemish in Ottoman Syria.\nSoon after the outbreak of war in 1914 he volunteered for the British Army and was stationed at the Arab Bureau (established in 1916) intelligence unit in Egypt. In 1916, he travelled to Mesopotamia and to Arabia on intelligence missions and became involved with the Arab Revolt as a liaison to the Arab forces, along with other British officers, supporting the Arab Kingdom of Hejaz's independence war against its former overlord, the Ottoman Empire. He worked closely with Emir Faisal, a leader of the revolt, and he participated, sometimes as leader, in military actions against the Ottoman armed forces, culminating in the capture of Damascus in October 1918.\nAfter the First World War, Lawrence joined the British Foreign Office, working with the British government and with Faisal. In 1922, he retreated from public life and spent the years until 1935 serving as an enlisted man, mostly in the Royal Air Force (RAF), with a brief period in the Army. During this time, he published his best-known work Seven Pillars of Wisdom (1926), an autobiographical account of his participation in the Arab Revolt. He also translated books into English, and wrote The Mint, which detailed his time in the Royal Air Force working as an ordinary aircraftman. He corresponded extensively and was friendly with well-known artists, writers, and politicians. For the RAF, he participated in the development of rescue motorboats.\nLawrence's public image resulted in part from the sensationalised reporting of the Arab revolt by American journalist Lowell Thomas, as well as from Seven Pillars of Wisdom. On 19 May 1935, six days after being injured in a motorcycle accident in Dorset, Lawrence died at the age of 46."
64cc2db4830ba29148da77e1,Fran Lebowitz,franlebowitz,"Frances Ann Lebowitz (; born October 27, 1950) is an American author, public speaker, and occasional actor. She is known for her sardonic social commentary on American life as filtered through her New York City sensibilities and her association with many prominent figures of the 1970s and 1980s New York art scene, including Andy Warhol, Martin Scorsese, Jerome Robbins, Robert Mapplethorpe, David Wojnarowicz, Candy Darling, and the New York Dolls. The New York Times has  called her a modern-day Dorothy Parker. Lebowitz gained fame for her books Metropolitan Life (1978) and Social Studies (1981), which were combined into The Fran Lebowitz Reader in 1994. She has been the subject of two projects directed by Martin Scorsese, the HBO documentary film Public Speaking (2010), and the Netflix docu-series Pretend It's a City (2021)."
64cc2db4830ba29148da77e4,Gerald G. Jampolsky MD,geraldgjampolskymd,
64cc2db4830ba29148da77f6,Laurien Berenson,laurienberenson,"Laurien Berenson is an American writer of murder mystery and romance novels since 1983; in her earlier career she used the pen name Laurien Blair. She is most noted for her Melanie Travis Mysteries series, and her novels have been published in several languages.\nShe is a winner of the Romantic Times Reviewers' Choice Award, and a four-time winner of the Maxwell Award (presented by the Dog Writers Association of America). She has been nominated for both the Agatha and Macavity awards.\nShe currently lives in Kentucky with her family."
64cc2db4830ba29148da7810,Jonathan Frakes,jonathanfrakes,"Jonathan Scott Frakes (born August 19, 1952) is an American actor and director. He is best known for his portrayal of Commander (later Captain) William Riker in the television series Star Trek: The Next Generation and subsequent films and series. He has also hosted the anthology series Beyond Belief: Fact or Fiction, voiced David Xanatos in the Disney television series Gargoyles, and narrated the History Channel documentary, Lee and Grant. He is the credited author of the novel The Abductors: Conspiracy, which was ghostwritten by Dean Wesley Smith.Frakes began directing episodes of The Next Generation during its third season, and went on to direct the feature films Star Trek: First Contact (1996) and Star Trek: Insurrection (1998) and episodes of the later Star Trek series Deep Space Nine, Voyager, Discovery, Strange New Worlds, and Picard. He later directed the feature films Clockstoppers (2002) and Thunderbirds (2004). He has since directed prolifically for television, including for the The Librarian television films and series, Roswell, Leverage, and Burn Notice. \n\n"
64cc2db4830ba29148da7822,Lori Copeland,loricopeland,Lori Copeland (born June 12) is an American author of over 95 novels.
64cc2db4830ba29148da7831,Manuel J. Smith,manueljsmith,
64cc2db4830ba29148da783c,Dick King-Smith,dickkingsmith,"Ronald Gordon King-Smith OBE (27 March 1922 – 4 January 2011), was an English writer of children's books, primarily using the pen name Dick King-Smith. He is best known for The Sheep-Pig (1983). It was adapted as the movie Babe (1995) and translations have been published in fifteen languages. He was awarded an Honorary Master of Education degree by the University of the West of England in 1999 and appointed Officer of the Order of the British Empire (OBE) in the 2010 New Year Honours."
64cc2db4830ba29148da7861,Dorothy Law Nolte,dorothylawnolte,
64cc2db4830ba29148da788b,A. J. Russell,ajrussell,"Adoniram Judson ""Jud"" Russell (January 23, 1852 - June 4, 1902) was an American politician. He was the speaker of the Mississippi House of Representatives from 1900 to his death."
64cc2db4830ba29148da788c,Mother Teresa,motherteresa,"Mary Teresa Bojaxhiu MC (pronounced [bɔjaˈdʒiu]; 26 August 1910 – 5 September 1997), better known as Mother Teresa, was an Albanian-Indian Catholic nun and the founder of the Missionaries of Charity. She was born Anjezë Gonxhe Bojaxhiu in Skopje, part of the Ottoman Empire at the time. At the age of 18, she moved to Ireland and then to India, where she lived most of her life. On 4 September 2016, she was canonised by the Catholic Church as Saint Teresa of Calcutta. The anniversary of her death, 5 September, is her feast day.\nMother Teresa founded Missionaries of Charity, a religious congregation, which grew to have over 4,500 nuns across 133 countries as of 2012. The congregation manages homes for people who are dying of HIV/AIDS, leprosy, and tuberculosis. The congregation also runs soup kitchens, dispensaries, mobile clinics, children's and family counselling programmes, as well as orphanages and schools. Members take vows of chastity, poverty, and obedience and also profess a fourth vow: to give ""wholehearted free service to the poorest of the poor.""Mother Teresa received several honours, including the 1962 Ramon Magsaysay Peace Prize and the 1979 Nobel Peace Prize. A controversial figure during her life and after her death, Mother Teresa was admired by many for her charitable work, but was criticised for her views on abortion and contraception, as well as the poor conditions in her houses for the dying. Her authorised biography, written by Navin Chawla, was published in 1992, and she has been the subject of many other works. On 6 September 2017, Mother Teresa and Saint Francis Xavier were named co-patrons of the Roman Catholic Archdiocese of Calcutta."
